datetime,load_kw
 01/29  17:00:00,12.907044353967423
 01/29  18:00:00,13.139430000024833
 01/29  19:00:00,15.916364687240193
 01/29  20:00:00,13.58461547487665
 01/29  21:00:00,13.58461547487665
 01/29  22:00:00,13.58461547487665
 01/29  23:00:00,13.58461547487665
 01/29  24:00:00,13.58461547487665
 01/30  01:00:00,16.002738920482273
 01/30  02:00:00,16.002738920482273
 01/30  03:00:00,16.002738920482273
 01/30  04:00:00,16.002738920482273
 01/30  05:00:00,16.002738920482273
 01/30  06:00:00,16.002738920482273
 01/30  07:00:00,25.48406768678151
 01/30  08:00:00,42.40323698870544
 01/30  09:00:00,85.0964771950123
 01/30  10:00:00,73.56803024233845
 01/30  11:00:00,71.10137438952704
 01/30  12:00:00,72.96536193131205
 01/30  13:00:00,77.04552034152108
 01/30  14:00:00,74.83807793905298
 01/30  15:00:00,71.50342179350034
 01/30  16:00:00,71.51203226833748
 01/30  17:00:00,76.20319338626238
 01/30  18:00:00,59.92879318884693
 01/30  19:00:00,36.315823322104826
 01/30  20:00:00,30.9968666639611
 01/30  21:00:00,28.036223718679423
 01/30  22:00:00,26.746420337820165
 01/30  23:00:00,21.603550764090535
 01/30  24:00:00,20.122908155790526
 01/31  01:00:00,16.163712511941814
 01/31  02:00:00,16.002738920482273
 01/31  03:00:00,16.002738920482273
 01/31  04:00:00,16.002738920482273
 01/31  05:00:00,16.002738920482273
 01/31  06:00:00,16.002738920482273
 01/31  07:00:00,25.48406768678151
 01/31  08:00:00,42.1373516158468
 01/31  09:00:00,83.0184180444042
 01/31  10:00:00,73.01112958951633
 01/31  11:00:00,70.98519273088021
 01/31  12:00:00,73.05445471686694
